name,price,area,source
7028955,202,Mitte,airbnb
14908192,140,Mitte,airbnb
4024407,116,Mitte,airbnb
18239963,71,Mitte,airbnb
11818254,143,Mitte,airbnb
699827,65,Mitte,airbnb
13178215,19,Mitte,airbnb
16028905,26,Mitte,airbnb
2939366,44,Mitte,airbnb
5340684,44,Mitte,airbnb
7671884,26,Mitte,airbnb
13416281,26,Spandau,airbnb
8262169,50,Spandau,airbnb
224331,89,Tempelhof - Schöneberg,airbnb
949276,26,Tempelhof - Schöneberg,airbnb
55298,79,Tempelhof - Schöneberg,airbnb
17554861,19,Tempelhof - Schöneberg,airbnb
17912773,28,Reinickendorf,airbnb
18250321,71,Spandau,airbnb
4680578,53,Charlottenburg-Wilm.,airbnb
17309615,18,Charlottenburg-Wilm.,airbnb
8502892,89,Charlottenburg-Wilm.,airbnb
2501758,80,Charlottenburg-Wilm.,airbnb
115020,30,Friedrichshain-Kreuzberg,airbnb
2024899,40,Friedrichshain-Kreuzberg,airbnb
320305,34,Friedrichshain-Kreuzberg,airbnb
11584373,52,Friedrichshain-Kreuzberg,airbnb
18538812,17,Friedrichshain-Kreuzberg,airbnb
16564520,44,Friedrichshain-Kreuzberg,airbnb
6446947,89,Friedrichshain-Kreuzberg,airbnb
4320266,30,Reinickendorf,airbnb
11132967,11,Reinickendorf,airbnb
176396,17,Reinickendorf,airbnb
17215605,53,Tempelhof - Schöneberg,airbnb
9626182,71,Tempelhof - Schöneberg,airbnb
13671787,26,Tempelhof - Schöneberg,airbnb
3460023,85,Tempelhof - Schöneberg,airbnb
8045610,26,Tempelhof - Schöneberg,airbnb
12422823,35,Tempelhof - Schöneberg,airbnb
2327691,89,Tempelhof - Schöneberg,airbnb
12613007,33,Tempelhof - Schöneberg,airbnb
8746738,17,Tempelhof - Schöneberg,airbnb
13394260,67,Tempelhof - Schöneberg,airbnb
12106465,33,Tempelhof - Schöneberg,airbnb
9589550,22,Tempelhof - Schöneberg,airbnb
16141397,44,Tempelhof - Schöneberg,airbnb
993985,49,Tempelhof - Schöneberg,airbnb
924342,31,Tempelhof - Schöneberg,airbnb
10491381,40,Tempelhof - Schöneberg,airbnb
13435892,89,Tempelhof - Schöneberg,airbnb
16060071,76,Tempelhof - Schöneberg,airbnb
11993860,25,Tempelhof - Schöneberg,airbnb
18426018,17,Tempelhof - Schöneberg,airbnb
14229075,31,Tempelhof - Schöneberg,airbnb
2761128,76,Tempelhof - Schöneberg,airbnb
3521467,44,Tempelhof - Schöneberg,airbnb
9184413,86,Tempelhof - Schöneberg,airbnb
9801393,40,Tempelhof - Schöneberg,airbnb
16592760,53,Tempelhof - Schöneberg,airbnb
11076412,15,Neukölln,airbnb
17336849,25,Neukölln,airbnb
16763824,31,Neukölln,airbnb
13213704,46,Neukölln,airbnb
7456896,27,Neukölln,airbnb
9209586,53,Neukölln,airbnb
17716536,31,Neukölln,airbnb
3481474,28,Neukölln,airbnb
12263221,19,Neukölln,airbnb
12003867,19,Neukölln,airbnb
2534627,46,Neukölln,airbnb
17345310,55,Neukölln,airbnb
11202446,57,Neukölln,airbnb
16961328,22,Neukölln,airbnb
10606145,31,Neukölln,airbnb
2016182,52,Neukölln,airbnb
4802294,80,Neukölln,airbnb
495240,53,Neukölln,airbnb
3509096,24,Neukölln,airbnb
2718578,107,Neukölln,airbnb
10662262,67,Neukölln,airbnb
8058364,22,Neukölln,airbnb
14261403,16,Neukölln,airbnb
7728828,25,Neukölln,airbnb
16423789,35,Neukölln,airbnb
11835665,25,Neukölln,airbnb
4689700,17,Neukölln,airbnb
819740,58,Neukölln,airbnb
18514259,57,Neukölln,airbnb
14252239,26,Neukölln,airbnb
7766389,27,Neukölln,airbnb
17459139,49,Neukölln,airbnb
9855780,27,Neukölln,airbnb
17916064,35,Neukölln,airbnb
17218253,44,Charlottenburg-Wilm.,airbnb
16698459,83,Charlottenburg-Wilm.,airbnb
3795636,89,Lichtenberg,airbnb
16773423,13,Lichtenberg,airbnb
11832861,107,Lichtenberg,airbnb
11949764,37,Lichtenberg,airbnb
14397637,76,Charlottenburg-Wilm.,airbnb
17039478,13,Charlottenburg-Wilm.,airbnb
12059137,49,Charlottenburg-Wilm.,airbnb
12952405,44,Charlottenburg-Wilm.,airbnb
14207514,76,Charlottenburg-Wilm.,airbnb
12063806,62,Charlottenburg-Wilm.,airbnb
11429575,55,Charlottenburg-Wilm.,airbnb
12065917,89,Charlottenburg-Wilm.,airbnb
12066540,76,Charlottenburg-Wilm.,airbnb
15852751,26,Charlottenburg-Wilm.,airbnb
15353867,22,Charlottenburg-Wilm.,airbnb
9387420,62,Charlottenburg-Wilm.,airbnb
3804814,22,Charlottenburg-Wilm.,airbnb
4919069,44,Charlottenburg-Wilm.,airbnb
3874448,28,Charlottenburg-Wilm.,airbnb
13507803,22,Charlottenburg-Wilm.,airbnb
7382269,26,Charlottenburg-Wilm.,airbnb
13179446,62,Charlottenburg-Wilm.,airbnb
16070195,62,Charlottenburg-Wilm.,airbnb
3736093,62,Friedrichshain-Kreuzberg,airbnb
6802191,25,Friedrichshain-Kreuzberg,airbnb
10758856,13,Friedrichshain-Kreuzberg,airbnb
17630990,35,Friedrichshain-Kreuzberg,airbnb
4522000,35,Friedrichshain-Kreuzberg,airbnb
8919834,22,Friedrichshain-Kreuzberg,airbnb
8269401,22,Friedrichshain-Kreuzberg,airbnb
12030067,31,Friedrichshain-Kreuzberg,airbnb
8093490,44,Friedrichshain-Kreuzberg,airbnb
17415237,26,Friedrichshain-Kreuzberg,airbnb
6471011,35,Friedrichshain-Kreuzberg,airbnb
16496536,134,Friedrichshain-Kreuzberg,airbnb
7642765,34,Friedrichshain-Kreuzberg,airbnb
4422146,26,Friedrichshain-Kreuzberg,airbnb
7705182,35,Friedrichshain-Kreuzberg,airbnb
8678320,22,Friedrichshain-Kreuzberg,airbnb
12478745,53,Friedrichshain-Kreuzberg,airbnb
7488590,70,Friedrichshain-Kreuzberg,airbnb
8797462,26,Friedrichshain-Kreuzberg,airbnb
9711118,71,Friedrichshain-Kreuzberg,airbnb
8916091,40,Friedrichshain-Kreuzberg,airbnb
16271119,40,Charlottenburg-Wilm.,airbnb
6437204,31,Charlottenburg-Wilm.,airbnb
10119116,40,Mitte,airbnb
9130860,44,Mitte,airbnb
11902903,55,Neukölln,airbnb
14793853,24,Neukölln,airbnb
3716877,44,Neukölln,airbnb
16299653,26,Neukölln,airbnb
11695345,31,Neukölln,airbnb
11597486,67,Neukölln,airbnb
2011163,40,Neukölln,airbnb
16347943,53,Neukölln,airbnb
5301230,53,Neukölln,airbnb
10002699,53,Neukölln,airbnb
18210025,34,Neukölln,airbnb
11066571,37,Neukölln,airbnb
16390457,35,Neukölln,airbnb
9327011,49,Neukölln,airbnb
5951351,26,Neukölln,airbnb
6964135,67,Neukölln,airbnb
2080892,53,Neukölln,airbnb
18516727,31,Neukölln,airbnb
17664172,49,Lichtenberg,airbnb
7285321,121,Lichtenberg,airbnb
17769776,16,Lichtenberg,airbnb
14562079,67,Lichtenberg,airbnb
16393650,40,Lichtenberg,airbnb
13648303,14,Lichtenberg,airbnb
18173309,21,Lichtenberg,airbnb
18262323,53,Lichtenberg,airbnb
13661419,31,Lichtenberg,airbnb
267181,31,Lichtenberg,airbnb
17230578,26,Reinickendorf,airbnb
4156789,107,Reinickendorf,airbnb
3895274,22,Reinickendorf,airbnb
16842526,22,Neukölln,airbnb
16096770,40,Neukölln,airbnb
1338657,55,Neukölln,airbnb
11728135,34,Neukölln,airbnb
1153249,49,Neukölln,airbnb
2424971,40,Neukölln,airbnb
18219941,24,Neukölln,airbnb
11934826,35,Neukölln,airbnb
11843018,92,Friedrichshain-Kreuzberg,airbnb
10874951,22,Friedrichshain-Kreuzberg,airbnb
14231421,26,Friedrichshain-Kreuzberg,airbnb
13740370,21,Friedrichshain-Kreuzberg,airbnb
15065917,60,Friedrichshain-Kreuzberg,airbnb
13881216,17,Friedrichshain-Kreuzberg,airbnb
9818743,62,Friedrichshain-Kreuzberg,airbnb
16437880,116,Friedrichshain-Kreuzberg,airbnb
11112939,179,Friedrichshain-Kreuzberg,airbnb
16109067,71,Friedrichshain-Kreuzberg,airbnb
2477135,44,Friedrichshain-Kreuzberg,airbnb
6639482,31,Friedrichshain-Kreuzberg,airbnb
11092956,28,Friedrichshain-Kreuzberg,airbnb
12962561,98,Friedrichshain-Kreuzberg,airbnb
5097388,35,Friedrichshain-Kreuzberg,airbnb
18387041,44,Friedrichshain-Kreuzberg,airbnb
8228261,32,Friedrichshain-Kreuzberg,airbnb
8093721,80,Friedrichshain-Kreuzberg,airbnb
8061477,40,Tempelhof - Schöneberg,airbnb
9379491,67,Tempelhof - Schöneberg,airbnb
7795232,49,Tempelhof - Schöneberg,airbnb
10793411,53,Tempelhof - Schöneberg,airbnb
10111077,71,Tempelhof - Schöneberg,airbnb
11004682,44,Tempelhof - Schöneberg,airbnb
3056450,38,Tempelhof - Schöneberg,airbnb
8216019,44,Tempelhof - Schöneberg,airbnb
12351884,26,Tempelhof - Schöneberg,airbnb
14118554,62,Tempelhof - Schöneberg,airbnb
6270335,77,Tempelhof - Schöneberg,airbnb
9982816,24,Tempelhof - Schöneberg,airbnb
542674,35,Tempelhof - Schöneberg,airbnb
11617211,26,Tempelhof - Schöneberg,airbnb
4535676,71,Tempelhof - Schöneberg,airbnb
10826978,34,Tempelhof - Schöneberg,airbnb
14233471,30,Tempelhof - Schöneberg,airbnb
5841808,35,Tempelhof - Schöneberg,airbnb
8518606,40,Tempelhof - Schöneberg,airbnb
17086020,28,Tempelhof - Schöneberg,airbnb
18176847,103,Neukölln,airbnb
6639014,44,Neukölln,airbnb
2376334,35,Neukölln,airbnb
2823422,112,Neukölln,airbnb
4067373,125,Neukölln,airbnb
12681556,17,Neukölln,airbnb
18482794,40,Neukölln,airbnb
18119019,20,Lichtenberg,airbnb
2698350,40,Marzahn - Hellersdorf,airbnb
13305975,31,Pankow,airbnb
1421907,35,Pankow,airbnb
2599552,43,Pankow,airbnb
18359603,35,Pankow,airbnb
15639691,34,Pankow,airbnb
7512478,26,Pankow,airbnb
1675969,62,Pankow,airbnb
16305419,61,Pankow,airbnb
18006842,31,Pankow,airbnb
9208550,22,Pankow,airbnb
13333042,23,Pankow,airbnb
15953768,44,Pankow,airbnb
17523178,40,Pankow,airbnb
18245369,44,Pankow,airbnb
11330453,49,Pankow,airbnb
6898386,53,Tempelhof - Schöneberg,airbnb
11391873,22,Tempelhof - Schöneberg,airbnb
8934251,26,Treptow - Köpenick,airbnb
5472194,26,Treptow - Köpenick,airbnb
3681932,77,Treptow - Köpenick,airbnb
17127314,20,Treptow - Köpenick,airbnb
13648651,44,Treptow - Köpenick,airbnb
17970410,22,Treptow - Köpenick,airbnb
14306417,44,Treptow - Köpenick,airbnb
5556111,18,Treptow - Köpenick,airbnb
16137777,62,Treptow - Köpenick,airbnb
12466692,20,Treptow - Köpenick,airbnb
8248629,43,Reinickendorf,airbnb
9450300,22,Neukölln,airbnb
11485590,9,Neukölln,airbnb
1606480,26,Neukölln,airbnb
17578270,17,Neukölln,airbnb
772353,39,Neukölln,airbnb
10708826,26,Neukölln,airbnb
947362,43,Neukölln,airbnb
15536353,44,Neukölln,airbnb
1874967,56,Neukölln,airbnb
14599767,23,Neukölln,airbnb
18099061,31,Neukölln,airbnb
15668177,24,Neukölln,airbnb
16341199,80,Neukölln,airbnb
7872687,26,Neukölln,airbnb
17906765,44,Lichtenberg,airbnb
16393074,44,Lichtenberg,airbnb
9949062,58,Lichtenberg,airbnb
3986118,62,Lichtenberg,airbnb
7045457,29,Lichtenberg,airbnb
12482408,26,Lichtenberg,airbnb
12148404,22,Lichtenberg,airbnb
6837577,58,Lichtenberg,airbnb
2427917,26,Lichtenberg,airbnb
17503717,22,Lichtenberg,airbnb
16876407,26,Neukölln,airbnb
5008901,37,Neukölln,airbnb
17590089,13,Neukölln,airbnb
17518275,16,Neukölln,airbnb
9520842,49,Neukölln,airbnb
17778315,53,Neukölln,airbnb
15155720,44,Neukölln,airbnb
9125769,80,Neukölln,airbnb
17644772,44,Neukölln,airbnb
3508448,40,Neukölln,airbnb
16723388,48,Neukölln,airbnb
14813714,76,Neukölln,airbnb
8325107,31,Neukölln,airbnb
11863532,31,Neukölln,airbnb
16239458,44,Treptow - Köpenick,airbnb
7822589,25,Neukölln,airbnb
7624902,31,Neukölln,airbnb
16298326,134,Neukölln,airbnb
16317541,44,Neukölln,airbnb
4546129,26,Neukölln,airbnb
6736021,27,Neukölln,airbnb
3222962,80,Neukölln,airbnb
15595887,76,Neukölln,airbnb
17937172,23,Neukölln,airbnb
17083565,17,Neukölln,airbnb
15921002,40,Neukölln,airbnb
8185779,53,Neukölln,airbnb
10332030,476,Neukölln,airbnb
6332949,20,Neukölln,airbnb
5809508,44,Neukölln,airbnb
18062139,44,Neukölln,airbnb
14215398,23,Neukölln,airbnb
7259121,44,Neukölln,airbnb
4771632,23,Neukölln,airbnb
9224827,62,Neukölln,airbnb
7112569,44,Neukölln,airbnb
4169609,85,Neukölln,airbnb
2293528,21,Neukölln,airbnb
10268575,44,Neukölln,airbnb
7873004,16,Neukölln,airbnb
7986482,25,Neukölln,airbnb
3580308,11,Neukölln,airbnb
14962750,22,Neukölln,airbnb
6081997,26,Neukölln,airbnb
8883958,26,Neukölln,airbnb
9663247,43,Neukölln,airbnb
8287846,30,Neukölln,airbnb
8215747,21,Neukölln,airbnb
16733398,26,Neukölln,airbnb
9221973,26,Neukölln,airbnb
1198893,80,Neukölln,airbnb
15305737,44,Neukölln,airbnb
6963584,33,Neukölln,airbnb
1392231,39,Neukölln,airbnb
8272013,53,Neukölln,airbnb
3722623,17,Mitte,airbnb
16414720,40,Mitte,airbnb
10767006,22,Mitte,airbnb
8599428,17,Mitte,airbnb
16211508,26,Mitte,airbnb
146106,71,Mitte,airbnb
16393984,18,Mitte,airbnb
14532360,35,Mitte,airbnb
18264572,24,Mitte,airbnb
17018152,20,Mitte,airbnb
15835727,65,Mitte,airbnb
17207360,49,Mitte,airbnb
11684615,52,Mitte,airbnb
11685448,52,Mitte,airbnb
16460568,26,Mitte,airbnb
16853187,84,Mitte,airbnb
15562097,260,Mitte,airbnb
14872272,143,Mitte,airbnb
4696804,62,Mitte,airbnb
18457283,44,Mitte,airbnb
18145246,22,Mitte,airbnb
17725512,22,Friedrichshain-Kreuzberg,airbnb
7431588,57,Friedrichshain-Kreuzberg,airbnb
15951556,134,Friedrichshain-Kreuzberg,airbnb
8349305,35,Friedrichshain-Kreuzberg,airbnb
11492324,17,Friedrichshain-Kreuzberg,airbnb
5161601,49,Friedrichshain-Kreuzberg,airbnb
10246453,40,Friedrichshain-Kreuzberg,airbnb
4675597,37,Friedrichshain-Kreuzberg,airbnb
14307344,36,Friedrichshain-Kreuzberg,airbnb
7357472,26,Friedrichshain-Kreuzberg,airbnb
9126823,17,Friedrichshain-Kreuzberg,airbnb
2383447,35,Friedrichshain-Kreuzberg,airbnb
144369,31,Friedrichshain-Kreuzberg,airbnb
18224365,58,Friedrichshain-Kreuzberg,airbnb
10715639,36,Friedrichshain-Kreuzberg,airbnb
169603,49,Lichtenberg,airbnb
2185737,22,Lichtenberg,airbnb
12995703,22,Lichtenberg,airbnb
6478509,80,Charlottenburg-Wilm.,airbnb
4847669,67,Mitte,airbnb
16718334,35,Charlottenburg-Wilm.,airbnb
5514499,45,Charlottenburg-Wilm.,airbnb
2883909,26,Charlottenburg-Wilm.,airbnb
13685563,71,Reinickendorf,airbnb
18406113,26,Friedrichshain-Kreuzberg,airbnb
5000396,35,Friedrichshain-Kreuzberg,airbnb
7061307,35,Friedrichshain-Kreuzberg,airbnb
18453841,89,Friedrichshain-Kreuzberg,airbnb
8668823,12,Friedrichshain-Kreuzberg,airbnb
1482741,35,Friedrichshain-Kreuzberg,airbnb
17043300,67,Friedrichshain-Kreuzberg,airbnb
6883392,31,Friedrichshain-Kreuzberg,airbnb
14286879,89,Friedrichshain-Kreuzberg,airbnb
12524829,170,Friedrichshain-Kreuzberg,airbnb
2301311,35,Friedrichshain-Kreuzberg,airbnb
8466794,40,Friedrichshain-Kreuzberg,airbnb
8137765,85,Friedrichshain-Kreuzberg,airbnb
8321737,26,Friedrichshain-Kreuzberg,airbnb
12778001,62,Friedrichshain-Kreuzberg,airbnb
14923789,61,Friedrichshain-Kreuzberg,airbnb
11302253,44,Friedrichshain-Kreuzberg,airbnb
14004263,78,Friedrichshain-Kreuzberg,airbnb
17674217,134,Friedrichshain-Kreuzberg,airbnb
15527689,31,Friedrichshain-Kreuzberg,airbnb
7663009,44,Friedrichshain-Kreuzberg,airbnb
11938551,44,Friedrichshain-Kreuzberg,airbnb
18310740,26,Friedrichshain-Kreuzberg,airbnb
9168848,26,Friedrichshain-Kreuzberg,airbnb
9477261,31,Friedrichshain-Kreuzberg,airbnb
17489767,26,Friedrichshain-Kreuzberg,airbnb
5692065,42,Friedrichshain-Kreuzberg,airbnb
2463550,76,Friedrichshain-Kreuzberg,airbnb
17667318,43,Friedrichshain-Kreuzberg,airbnb
233481,55,Friedrichshain-Kreuzberg,airbnb
16631550,18,Friedrichshain-Kreuzberg,airbnb
4689480,24,Friedrichshain-Kreuzberg,airbnb
10980361,22,Friedrichshain-Kreuzberg,airbnb
12828747,44,Friedrichshain-Kreuzberg,airbnb
4031896,152,Friedrichshain-Kreuzberg,airbnb
6519879,60,Friedrichshain-Kreuzberg,airbnb
4392003,80,Friedrichshain-Kreuzberg,airbnb
10873526,85,Charlottenburg-Wilm.,airbnb
897925,24,Charlottenburg-Wilm.,airbnb
15370369,40,Charlottenburg-Wilm.,airbnb
12959196,40,Lichtenberg,airbnb
11779509,18,Lichtenberg,airbnb
11005103,31,Lichtenberg,airbnb
582990,26,Lichtenberg,airbnb
11631550,34,Lichtenberg,airbnb
16546372,20,Lichtenberg,airbnb
13791138,53,Lichtenberg,airbnb
16868101,40,Lichtenberg,airbnb
15789995,72,Charlottenburg-Wilm.,airbnb
15177941,60,Charlottenburg-Wilm.,airbnb
15243869,76,Charlottenburg-Wilm.,airbnb
18534945,170,Charlottenburg-Wilm.,airbnb
15940463,43,Charlottenburg-Wilm.,airbnb
9832541,26,Charlottenburg-Wilm.,airbnb
6024638,51,Charlottenburg-Wilm.,airbnb
16863617,49,Charlottenburg-Wilm.,airbnb
17314685,62,Charlottenburg-Wilm.,airbnb
9360517,29,Neukölln,airbnb
323255,20,Neukölln,airbnb
18574392,23,Neukölln,airbnb
1348913,17,Neukölln,airbnb
10562471,53,Neukölln,airbnb
10748836,22,Neukölln,airbnb
8067006,76,Neukölln,airbnb
16525253,22,Neukölln,airbnb
14362649,44,Neukölln,airbnb
10531843,35,Neukölln,airbnb
8386775,40,Neukölln,airbnb
5745060,43,Neukölln,airbnb
15709384,26,Neukölln,airbnb
9890925,25,Neukölln,airbnb
15855144,26,Neukölln,airbnb
7923869,53,Neukölln,airbnb
15848205,71,Neukölln,airbnb
15977484,26,Neukölln,airbnb
17798505,12,Neukölln,airbnb
17138249,44,Neukölln,airbnb
5801562,44,Neukölln,airbnb
4816497,26,Neukölln,airbnb
6795707,23,Tempelhof - Schöneberg,airbnb
715924,62,Tempelhof - Schöneberg,airbnb
14134830,89,Tempelhof - Schöneberg,airbnb
7645157,42,Tempelhof - Schöneberg,airbnb
18605817,125,Tempelhof - Schöneberg,airbnb
4237030,71,Tempelhof - Schöneberg,airbnb
14195837,33,Tempelhof - Schöneberg,airbnb
8233380,21,Tempelhof - Schöneberg,airbnb
18446293,28,Tempelhof - Schöneberg,airbnb
871902,49,Tempelhof - Schöneberg,airbnb
12205181,31,Tempelhof - Schöneberg,airbnb
10957555,35,Tempelhof - Schöneberg,airbnb
8202502,22,Tempelhof - Schöneberg,airbnb
13542344,26,Tempelhof - Schöneberg,airbnb
6257368,22,Tempelhof - Schöneberg,airbnb
15951631,17,Tempelhof - Schöneberg,airbnb
809131,17,Tempelhof - Schöneberg,airbnb
15395519,40,Tempelhof - Schöneberg,airbnb
17651807,31,Neukölln,airbnb
14502707,31,Neukölln,airbnb
15415032,134,Neukölln,airbnb
17773502,35,Neukölln,airbnb
2307105,32,Neukölln,airbnb
6423459,71,Neukölln,airbnb
6434094,62,Neukölln,airbnb
17474130,17,Neukölln,airbnb
9568416,20,Neukölln,airbnb
4176797,42,Tempelhof - Schöneberg,airbnb
7379335,26,Neukölln,airbnb
12553750,26,Neukölln,airbnb
9923955,10,Neukölln,airbnb
14200949,35,Neukölln,airbnb
6342030,23,Neukölln,airbnb
12139506,35,Neukölln,airbnb
15467095,35,Neukölln,airbnb
15374319,44,Treptow - Köpenick,airbnb
16511116,89,Treptow - Köpenick,airbnb
18346260,31,Marzahn - Hellersdorf,airbnb
15391163,26,Marzahn - Hellersdorf,airbnb
4522296,51,Reinickendorf,airbnb
8727672,18,Reinickendorf,airbnb
18075198,170,Mitte,airbnb
17811275,82,Mitte,airbnb
14010313,53,Mitte,airbnb
10169413,71,Mitte,airbnb
170652,35,Mitte,airbnb
13796638,26,Mitte,airbnb
7586287,44,Mitte,airbnb
16611253,15,Mitte,airbnb
17639554,35,Spandau,airbnb
15178878,22,Steglitz - Zehlendorf,airbnb
15855006,29,Reinickendorf,airbnb
14081631,35,Reinickendorf,airbnb
18556555,22,Reinickendorf,airbnb
17804004,47,Tempelhof - Schöneberg,airbnb
12184991,23,Tempelhof - Schöneberg,airbnb
8120631,49,Tempelhof - Schöneberg,airbnb
15934144,68,Tempelhof - Schöneberg,airbnb
12361630,24,Tempelhof - Schöneberg,airbnb
1743746,40,Tempelhof - Schöneberg,airbnb
10326781,62,Tempelhof - Schöneberg,airbnb
13738474,121,Tempelhof - Schöneberg,airbnb
5281256,62,Tempelhof - Schöneberg,airbnb
16574384,170,Tempelhof - Schöneberg,airbnb
14028461,10,Tempelhof - Schöneberg,airbnb
6704629,34,Tempelhof - Schöneberg,airbnb
4593234,44,Tempelhof - Schöneberg,airbnb
11538104,125,Tempelhof - Schöneberg,airbnb
13972320,17,Tempelhof - Schöneberg,airbnb
12148463,26,Tempelhof - Schöneberg,airbnb
832389,26,Neukölln,airbnb
1988453,49,Neukölln,airbnb
4596735,58,Neukölln,airbnb
6102973,35,Neukölln,airbnb
14543378,89,Neukölln,airbnb
18561176,8,Reinickendorf,airbnb
16337472,58,Charlottenburg-Wilm.,airbnb
594032,125,Charlottenburg-Wilm.,airbnb
15275643,69,Friedrichshain-Kreuzberg,airbnb
7981715,18,Friedrichshain-Kreuzberg,airbnb
13023912,20,Friedrichshain-Kreuzberg,airbnb
9860886,35,Friedrichshain-Kreuzberg,airbnb
13852243,35,Friedrichshain-Kreuzberg,airbnb
8114474,22,Friedrichshain-Kreuzberg,airbnb
9293401,53,Friedrichshain-Kreuzberg,airbnb
4416664,48,Friedrichshain-Kreuzberg,airbnb
1341132,80,Friedrichshain-Kreuzberg,airbnb
10583572,35,Friedrichshain-Kreuzberg,airbnb
7233050,31,Friedrichshain-Kreuzberg,airbnb
15863074,76,Friedrichshain-Kreuzberg,airbnb
265402,22,Friedrichshain-Kreuzberg,airbnb
10824574,44,Tempelhof - Schöneberg,airbnb
3685219,32,Tempelhof - Schöneberg,airbnb
17084979,58,Tempelhof - Schöneberg,airbnb
13983139,22,Neukölln,airbnb
10469426,30,Neukölln,airbnb
16903728,71,Neukölln,airbnb
2733328,44,Neukölln,airbnb
14402886,40,Neukölln,airbnb
5773229,71,Neukölln,airbnb
9641237,44,Neukölln,airbnb
18087500,52,Neukölln,airbnb
1424501,26,Neukölln,airbnb
8041776,57,Neukölln,airbnb
10482183,22,Neukölln,airbnb
14411747,45,Neukölln,airbnb
3780144,17,Neukölln,airbnb
6674002,26,Neukölln,airbnb
10130849,35,Neukölln,airbnb
13365347,26,Friedrichshain-Kreuzberg,airbnb
18354401,35,Friedrichshain-Kreuzberg,airbnb
2574193,62,Friedrichshain-Kreuzberg,airbnb
3162527,49,Friedrichshain-Kreuzberg,airbnb
5521732,17,Friedrichshain-Kreuzberg,airbnb
7397223,26,Friedrichshain-Kreuzberg,airbnb
8458927,21,Friedrichshain-Kreuzberg,airbnb
12392274,70,Friedrichshain-Kreuzberg,airbnb
10095476,31,Friedrichshain-Kreuzberg,airbnb
15927481,44,Friedrichshain-Kreuzberg,airbnb
12125598,35,Friedrichshain-Kreuzberg,airbnb
14378474,29,Reinickendorf,airbnb
13761071,49,Mitte,airbnb
10420010,44,Mitte,airbnb
13551260,35,Mitte,airbnb
10424987,46,Mitte,airbnb
6867805,80,Mitte,airbnb
10036356,26,Mitte,airbnb
14464850,107,Mitte,airbnb
15120448,19,Mitte,airbnb
194546,67,Mitte,airbnb
11299622,58,Friedrichshain-Kreuzberg,airbnb
16142563,35,Friedrichshain-Kreuzberg,airbnb
14437126,20,Friedrichshain-Kreuzberg,airbnb
16060239,58,Friedrichshain-Kreuzberg,airbnb
15795906,43,Friedrichshain-Kreuzberg,airbnb
16975228,26,Friedrichshain-Kreuzberg,airbnb
16858861,22,Marzahn - Hellersdorf,airbnb
18439755,98,Friedrichshain-Kreuzberg,airbnb
897916,134,Friedrichshain-Kreuzberg,airbnb
6247716,70,Friedrichshain-Kreuzberg,airbnb
14162936,31,Friedrichshain-Kreuzberg,airbnb
17506576,44,Friedrichshain-Kreuzberg,airbnb
13511457,38,Friedrichshain-Kreuzberg,airbnb
4008777,58,Friedrichshain-Kreuzberg,airbnb
3600370,26,Friedrichshain-Kreuzberg,airbnb
7662078,44,Friedrichshain-Kreuzberg,airbnb
8966046,121,Friedrichshain-Kreuzberg,airbnb
7457629,107,Pankow,airbnb
16525144,43,Pankow,airbnb
6776579,59,Pankow,airbnb
9618882,53,Pankow,airbnb
15416187,87,Pankow,airbnb
6689126,197,Pankow,airbnb
13873710,89,Pankow,airbnb
17745095,38,Pankow,airbnb
9207187,49,Pankow,airbnb
13135169,29,Pankow,airbnb
4548512,53,Pankow,airbnb
16803475,55,Pankow,airbnb
10172415,22,Pankow,airbnb
3291658,35,Pankow,airbnb
6827640,89,Charlottenburg-Wilm.,airbnb
14400532,53,Charlottenburg-Wilm.,airbnb
17475392,35,Mitte,airbnb
1564806,15,Mitte,airbnb
3776518,46,Mitte,airbnb
236509,73,Mitte,airbnb
18579122,53,Mitte,airbnb
17343317,206,Mitte,airbnb
5230351,67,Mitte,airbnb
10128211,21,Mitte,airbnb
17722945,89,Mitte,airbnb
14970403,49,Mitte,airbnb
17197292,24,Mitte,airbnb
4809108,53,Mitte,airbnb
13197334,44,Mitte,airbnb
15751763,40,Mitte,airbnb
5115511,256,Mitte,airbnb
12865572,49,Mitte,airbnb
16553510,28,Mitte,airbnb
16076333,27,Mitte,airbnb
17778526,71,Mitte,airbnb
8865269,62,Mitte,airbnb
6110762,19,Mitte,airbnb
3092423,127,Mitte,airbnb
6103941,112,Mitte,airbnb
14882073,134,Mitte,airbnb
5101901,76,Mitte,airbnb
9893551,53,Mitte,airbnb
9657474,62,Mitte,airbnb
8388270,28,Mitte,airbnb
982993,48,Mitte,airbnb
13875101,58,Mitte,airbnb
11563150,44,Mitte,airbnb
12809235,103,Mitte,airbnb
2470520,44,Mitte,airbnb
2661860,98,Mitte,airbnb
2742389,89,Mitte,airbnb
334133,48,Mitte,airbnb
235766,35,Mitte,airbnb
13357121,119,Mitte,airbnb
3981333,56,Mitte,airbnb
18516482,62,Mitte,airbnb
9658945,49,Mitte,airbnb
14180766,25,Mitte,airbnb
10509987,58,Mitte,airbnb
15159078,71,Mitte,airbnb
2901363,35,Mitte,airbnb
7254666,43,Mitte,airbnb
13179993,89,Mitte,airbnb
16503844,49,Mitte,airbnb
8536937,34,Pankow,airbnb
10329793,103,Pankow,airbnb
14259993,26,Pankow,airbnb
